pre_village,pre_district,Pre_cluster,GPS-Altitude,hhh_age,Time_to_collect_Water_for_Household_use_Minutes,Land_size_agriculture,Beans_total_yield,Irish_potatoes_total_yield,Cassava_total_yield,Sorghum_total_yield,Maize_total_yield,Millet_total_yield,Onions_total_yield,Sweet_potatoes_total_yield,Ground_Nuts_total_yield,Food_banana_total_yield,Coffee_total_yield
Bujerengye,Kanungu,IBARYA,1458.0,42,2.0,0.5,,,,,,,,,,,
Mayanja,Kanungu,BUJENGWE,1359.0,46,30.0,1.5,,,,,,,,,,6.0,
Rutendere,Kanungu,RUTENDERE,1347.0,25,60.0,0.75,600.0,,,,1300.0,,,,,,
Kishegyere,Kanungu,BUJENGWE,1465.0,35,60.0,0.5,,,11.0,,,,,,,,
Rutonde,Kanungu,IBARYA,1420.0,47,120.0,0.0,,,11.0,,,,,,,,
Buranda,Kanungu,RUTENDERE,1271.0,38,60.0,1.975,,,,,,,,,,,
Ibarya,Kanungu,IBARYA,1333.0,63,60.0,2.8,600.0,,,,1300.0,,,,,,
Nyamizi,Kanungu,KIHANDA,1462.0,32,30.0,1.975,600.0,,,,1300.0,,,,,,
Nyakibuga,Kanungu,IBARYA,1372.0,30,30.0,0.1875,,,,,,,,,,,
Ibarya,Kanungu,IBARYA,1322.0,48,30.0,0.4,600.0,,,,1300.0,,,,,,
Kishegyere,Kanungu,BUJENGWE,1479.0,31,30.0,0.75,,,,,,,,,,20.0,20.0
Nyakatoma,Kanungu,KIHANDA,1452.0,38,60.0,1.25,50.0,,,,,,,,,80.0,100.0
Rwendahi,Kanungu,IBARYA,1342.0,27,30.0,0.8,50.0,,,,,,,,,80.0,100.0
Mayanja,Kanungu,BUJENGWE,1433.0,49,60.0,0.975,65.0,,,,,,,,,,5.0
Kishegyere,Kanungu,BUJENGWE,1561.0,39,120.0,2.75,,,,,95.0,,,,,20.0,
Kataburaza,Kanungu,RUTENDERE,1315.0,60,6.0,0.4375,108.0,,,,,,,24.0,,0.0,
Bujerengye,Kanungu,IBARYA,1479.0,45,5.0,3.875,,,,,,,,,,,
Kangyeyo,Kanungu,RUTENDERE,1337.0,25,30.0,0.19,35.0,,,,,,,,,,
Nyamizi,Kanungu,KIHANDA,1482.0,47,30.0,1.975,95.0,,,,,,,,,10.0,5.0
Nyaruharo,Kanungu,KIHANDA,1406.0,50,120.0,0.3,600.0,,,,1300.0,,,,,,
Rwendahi,Kanungu,IBARYA,1293.0,58,5.0,0.0,,,,,,,,3.0,,160.0,15.0
Bugarura,Kanungu,BUJENGWE,1536.0,60,60.0,3.0,,,,,,,,,,15.0,100.0
Kangyeyo,Kanungu,RUTENDERE,1343.0,25,60.0,0.25,60.0,,,,,,,,,,
Kabirizi,Kanungu,BUJENGWE,1401.0,47,60.0,1.25,170.0,,,,,,,,,60.0,
Ibarya,Kanungu,IBARYA,1348.0,38,60.0,0.0,,,,,,,,10.0,,10.0,1.0
Rwendahi,Kanungu,IBARYA,1302.0,59,10.0,0.4875,,,,,,,,,,120.0,180.0
Omurwambu,Kanungu,KIHANDA,1351.0,96,15.0,1.8,600.0,,,,1300.0,,,,,,
Nyakatoma,Kanungu,KIHANDA,1401.0,27,60.0,0.38,,,,120.0,,,,,,144.0,
Kishegyere,Kanungu,BUJENGWE,1524.0,45,40.0,0.55,,,,,,,,,,,
Kishegyere,Kanungu,BUJENGWE,1444.0,45,20.0,2.75,230.0,,,,,,,,,60.0,
Omurwambu,Kanungu,KIHANDA,1393.0,62,5.0,0.65,,,11.0,,,,,,,,
Nyakarambi,Kanungu,KIHANDA,1379.0,46,15.0,0.875,600.0,,,,1300.0,,,,,,
Rwendahi,Kanungu,IBARYA,1310.0,30,50.0,0.7,20.0,,,,,,,,,10.0,
Kishanda,Kanungu,BUJENGWE,1390.0,51,30.0,4.88,50.0,,,,,,,,,80.0,100.0
Kihumuro,Kanungu,IBARYA,1406.0,45,60.0,1.975,,,11.0,,,,,,,,
Nyamizi,Kanungu,KIHANDA,1367.0,46,5.0,2.25,65.0,,,,,,,,,,5.0
Ibarya,Kanungu,IBARYA,1335.0,37,90.0,0.0,95.0,,,,,,,,,10.0,5.0
Rurama,Kanungu,KIHANDA,1490.0,18,10.0,0.25,,,,,,,,,,,
Mayanja,Kanungu,BUJENGWE,1427.0,49,20.0,0.5,75.0,,,,,,,,,,
Rwenkyende,Kanungu,KIHANDA,1438.0,58,60.0,1.0,,,,,,,,,,6.0,
Ibarya,Kanungu,IBARYA,1333.0,45,60.0,0.85,,,,,,,,,,,
Kanoni,Kanungu,BUJENGWE,1359.0,43,30.0,1.975,,,11.0,,,,,,,,
Kyandago,Kanungu,RUTENDERE,1396.0,38,120.0,0.0,,,,,,,,,,,
Kishanda,Kanungu,BUJENGWE,1238.0,68,30.0,2.975,600.0,,,,1300.0,,,,,,
Omurwambu,Kanungu,KIHANDA,1323.0,39,20.0,0.1875,600.0,,,,1300.0,,,,,,
Rutonde,Kanungu,IBARYA,1467.0,50,60.0,1.5,,,,,,,,,,,
Buranda,Kanungu,RUTENDERE,1239.0,46,40.0,2.75,,,10.0,,,60.0,,12.0,,,
Mayanja,Kanungu,BUJENGWE,1428.0,55,20.0,0.25,40.0,,,,,,,,,48.0,60.0
Kihumuro,Kanungu,IBARYA,1364.0,37,20.0,3.975,,,,,,,,,,,
Nyakarambi,Kanungu,KIHANDA,1325.0,57,60.0,1.25,,,11.0,,,,,,,,
Nyamishamba,Kanungu,BUJENGWE,1558.0,25,40.0,3.5,,,,,,,,,,20.0,20.0
Katembe,Kanungu,KIHANDA,1451.0,30,20.0,0.975,108.0,,,,,,,24.0,,0.0,
Rurama,Kanungu,KIHANDA,1514.0,30,30.0,0.25,,,10.0,,,60.0,,12.0,,,
Kangyeyo,Kanungu,RUTENDERE,1404.0,40,60.0,0.38,50.0,,,,,,,,,80.0,100.0
Ibarya,Kanungu,IBARYA,1326.0,28,30.0,0.4,600.0,,,,1300.0,,,,,,
Kyandago,Kanungu,RUTENDERE,1379.0,31,45.0,0.05,10.0,,,,,,,,,,
Buranda,Kanungu,RUTENDERE,1304.0,78,30.0,1.975,600.0,,,,1300.0,,,,,,
Kacerere,Kanungu,BUJENGWE,1515.0,46,60.0,0.78,,,,,,,,,,48.0,
Nyamizi,Kanungu,KIHANDA,1326.0,24,30.0,1.975,,,11.0,,,,,,,,
Nyakibuga,Kanungu,IBARYA,1329.0,51,20.0,0.9,600.0,,,,1300.0,,,,,,
Katembe,Kanungu,KIHANDA,1449.0,75,30.0,0.0,20.0,,,,,,,,,10.0,
Bujerengye,Kanungu,IBARYA,1454.0,63,10.0,2.75,65.0,,,,,,,,,,5.0
Kabirizi,Kanungu,BUJENGWE,1628.0,46,180.0,0.75,,,,,,,,,,6.0,
Rutendere,Kanungu,RUTENDERE,1287.0,61,30.0,0.0,,,,,,,,,,,
Byumba,Kanungu,BUJENGWE,1407.0,60,40.0,2.8,,,,,,,,,,,
Rwendahi,Kanungu,IBARYA,1318.0,57,30.0,2.5,600.0,,,,1300.0,,,,,,
Ibarya,Kanungu,IBARYA,1326.0,45,40.0,2.0,600.0,,,,1300.0,,,,,,
Kacerere,Kanungu,BUJENGWE,1495.0,34,90.0,0.0,600.0,,,,1300.0,,,,,,
Nyakibuga,Kanungu,IBARYA,1285.0,45,10.0,1.65,,,11.0,,,,,,,,
Rwenkyende,Kanungu,KIHANDA,1394.0,42,3.0,2.75,,,,,,,,,,48.0,
Omurwambu,Kanungu,KIHANDA,1379.0,32,30.0,0.875,,,10.0,,,60.0,,12.0,,,
Byumba,Kanungu,BUJENGWE,1439.0,35,15.0,1.25,40.0,,,,,,,,,48.0,60.0
Omurwambu,Kanungu,KIHANDA,1386.0,30,15.0,0.9,,,,,,,,,,50.0,
Kishegyere,Kanungu,BUJENGWE,1443.0,42,60.0,0.9,230.0,,,,,,,,,60.0,
Rwenkyende,Kanungu,KIHANDA,1358.0,31,10.0,0.9875,600.0,,,,1300.0,,,,,,
Kataburaza,Kanungu,RUTENDERE,1341.0,38,5.0,3.8,95.0,,,,,,,,,10.0,5.0
Nyakibuga,Kanungu,IBARYA,1433.0,40,20.0,2.375,,,,,,,,,,20.0,20.0
Nyaruharo,Kanungu,KIHANDA,1355.0,37,60.0,0.85,600.0,,,,1300.0,,,,,,
Nyakatoma,Kanungu,KIHANDA,1388.0,47,30.0,2.0,,,,,,,,,,,
Rutendere,Kanungu,RUTENDERE,1306.0,34,120.0,0.5,,,,,,,,,,,
Nyakatoma,Kanungu,KIHANDA,1390.0,22,90.0,0.0,,,,,,,,,,48.0,
Kabirizi,Kanungu,BUJENGWE,1608.0,55,60.0,1.975,65.0,,,,,,,,,,5.0
Nyakibuga,Kanungu,IBARYA,1433.0,40,30.0,1.9,,,,,,,,,,48.0,
Bugarura,Kanungu,BUJENGWE,1492.0,23,20.0,0.225,95.0,,,,,,,,,10.0,5.0
Rwenkyende,Kanungu,KIHANDA,1406.0,43,60.0,0.25,,,,,,130.0,,,,,
Nyaruharo,Kanungu,KIHANDA,1374.0,45,120.0,0.7,,,,,,,,3.0,,160.0,15.0
Byumba,Kanungu,BUJENGWE,1524.0,51,40.0,2.38,600.0,,,,1300.0,,,,,,
Bujerengye,Kanungu,IBARYA,1482.0,70,10.0,0.75,,,,,,,,,,80.0,40.0
Bujerengye,Kanungu,IBARYA,1412.0,60,4.0,0.0,95.0,,,,,,,,,10.0,5.0
Nyakarambi,Kanungu,KIHANDA,1354.0,61,60.0,3.75,40.0,,,,,,,,,48.0,60.0
Kataburaza,Kanungu,RUTENDERE,1349.0,37,5.0,2.3,,,11.0,,,,,,,,
Nyakibuga,Kanungu,IBARYA,1313.0,95,30.0,1.15,75.0,,,,,,,,,,
Bujerengye,Kanungu,IBARYA,1461.0,52,120.0,1.0,,,,,,,,,,20.0,20.0
Rutonde,Kanungu,IBARYA,1494.0,43,10.0,8.25,20.0,,,,,,,,,10.0,
Omurwambu,Kanungu,KIHANDA,1440.0,48,10.0,1.3,,,,,,,,,,50.0,
Nyarurambi,Rukungiri,Kitugunda,1766.6,34,45.0,0.0,,,,,,,,,,,
Rugasha,Rukungiri,Kahoko,0.0,68,30.0,1.5,,,,,,,,,,50.0,100.0
Rwangeru,Rukungiri,Kacence,1641.7,69,60.0,0.25,,,,,,,,,,10.0,
Rugasha,Rukungiri,Kahoko,0.0,50,60.0,0.5,,,,,,,,,,10.0,
Nyabubare,Rukungiri,Kahoko,0.0,89,30.0,0.65,,,,,,,,,,,
Rwere,Rukungiri,Ngoma,1661.4,72,35.0,1.75,,,,,,,,,,45.0,
Kahara,Rukungiri,Kacence,1871.4,99,15.0,2.9,,,,,,,,,,30.0,
Kahara,Rukungiri,Kacence,1932.5,31,38.0,1.9,,,,,,,,,,,50.0
Katungu,Rukungiri,Kahoko,1810.9,48,30.0,1.8,,,,,,,,,,36.0,
Rwonyo,Rukungiri,Kacence,1675.7,45,30.0,1.75,,,,,,,,,,50.0,
Nyamirama,Rukungiri,Kitugunda,1790.1,80,10.0,0.25,70.0,,,,,,,,,,
Kibeho,Rukungiri,Kahoko,1829.8,38,30.0,0.25,,,,,,,,,,0.0,
Nyabyogo,Rukungiri,Murama,1625.5,29,60.0,0.24,30.0,,,,,,,,,,
Kitebwe,Rukungiri,Kitugunda,0.0,50,60.0,0.15,,,,,,,,,,,
Rwere,Rukungiri,Ngoma,1638.7,43,60.0,0.0,,,,,,,,,,5.0,
Ruhita,Rukungiri,Ngoma,1645.1,31,60.0,1.9,,,,,,,,,,,
Rugoma,Rukungiri,Kacence,1857.7,35,60.0,0.05,,,,,,,,,,,
Rurindo,Rukungiri,Ngoma,1614.6,70,30.0,0.797,60.0,,,,,,,2.0,,,
Kanyabutaye,Rukungiri,Ngoma,0.0,30,15.0,0.5,,,,,,,,,,,
Kababagi,Rukungiri,Kacence,0.0,32,60.0,0.5,,,,,,,,,,,
Rurindo,Rukungiri,Ngoma,0.0,24,45.0,0.0,39.0,,,,,,,,,,
Nyabyogo,Rukungiri,Murama,1657.6,45,30.0,0.5,,,,,,,,,,,
Rwonyo,Rukungiri,Kacence,1678.6,61,30.0,0.25,,,,,,,,,,10.0,
Mugina,Rukungiri,Murama,1846.2,52,35.0,1.75,,,,,,,,,,70.0,
Karukonjo,Rukungiri,Kahoko,1753.3,37,60.0,0.05,,,,,,,,,,3.0,
Nyarurambi,Rukungiri,Kitugunda,1773.2,54,30.0,0.25,,,,,,,,,,0.0,
Kitebwe,Rukungiri,Kitugunda,0.0,72,35.0,0.75,,,,,,,,,,20.0,
Kibeho,Rukungiri,Kahoko,1798.5,38,30.0,0.25,,,,,,,,,,,
Ruhita,Rukungiri,Ngoma,1644.7,25,180.0,0.4,55.0,,,,,,,,,,
Rugasha,Rukungiri,Kahoko,0.0,83,60.0,0.5,,,,,,,,,,96.0,
Mugina,Rukungiri,Murama,1690.0,60,30.0,0.25,,,,,,,,,,5.0,
Kinisya,Rukungiri,Kacence,1771.2,64,15.0,0.25,,,,,,,,,,,
Nyamirama,Rukungiri,Kitugunda,1843.6,21,10.0,0.0,,,,,,,,,,,
Rwonyo,Rukungiri,Kacence,1671.8,28,10.0,1.75,,,,,,,,,,30.0,
Nyarubare,Rukungiri,Murama,0.0,45,60.0,0.25,,,,,,,,,,25.0,5.0
Kanyabutaye,Rukungiri,Ngoma,0.0,37,30.0,0.0,190.0,,,,,,,,,,
Rwangeru,Rukungiri,Kacence,0.0,23,35.0,1.75,55.0,,,,,,,,,45.0,
Kigoyi,Rukungiri,Kitugunda,1694.3,99,20.0,0.25,,,,,,,,,,,
Nyarurambi,Rukungiri,Kitugunda,1786.4,28,25.0,0.75,65.0,,,,,,,,,50.0,
Kitebwe,Rukungiri,Kitugunda,0.0,38,30.0,0.05,116.0,,,,,,,,,,
Rwonyo,Rukungiri,Kacence,1673.6,50,12.0,1.75,85.0,,,,,,,,,30.0,
Buhumuriro,Rukungiri,Kitugunda,0.0,83,30.0,0.8,170.0,,,,,,,,,,
Karukonjo,Rukungiri,Kahoko,0.0,70,30.0,2.5,,,,,,,,,,70.0,
Kamuhozi,Rukungiri,Kahoko,1922.8,81,45.0,0.65,,,,,,,,,,70.0,
Kahama,Rukungiri,Murama,1804.5,52,12.0,1.25,85.0,,,,,,,,,55.0,
Rugoma,Rukungiri,Kacence,1845.7,26,5.0,1.75,140.0,,,,,,,,,,
Rurindo,Rukungiri,Ngoma,0.0,45,60.0,0.75,,,,,,,,,,,
Kigoyi,Rukungiri,Kitugunda,1693.4,45,20.0,0.25,,,,,,,,,,50.0,150.0
Kahama,Rukungiri,Murama,1900.0,30,30.0,0.75,,,,,,,,,,15.0,
Numba,Rukungiri,Kacence,1774.5,51,30.0,0.25,,,,,,,,,,60.0,
Rutooma,Rukungiri,Kahoko,0.0,32,120.0,0.5,45.0,,,,,,,,,,
Mugina,Rukungiri,Murama,1721.4,36,15.0,0.25,,,,,,,,,,15.0,
Rwere,Rukungiri,Ngoma,1642.1,25,40.0,2.75,95.0,,,,,,,,,50.0,
Rwere,Rukungiri,Ngoma,1669.6,63,60.0,0.25,,,,,,,,,,15.0,
Rwonyo,Rukungiri,Kacence,1682.6,22,30.0,0.25,,,,,,,,,,5.0,
Nangara,Rukungiri,Murama,1901.5,89,38.0,0.225,,,,,,,,,,30.0,
Rurindo,Rukungiri,Ngoma,0.0,56,60.0,1.25,,,,,,,,,,,
Nyarubare,Rukungiri,Murama,0.0,35,30.0,0.575,75.0,,,,,,,,,,
Kinisya,Rukungiri,Kacence,1804.1,27,20.0,0.0,,,,,,,,,,20.0,
Nyarubare,Rukungiri,Murama,0.0,39,20.0,0.325,,,,,,,,,,30.0,
Karukonjo,Rukungiri,Kahoko,1908.1,58,120.0,1.1,,,,,,,,,,,
Rugasha,Rukungiri,Kahoko,0.0,36,60.0,0.0,,,,,,,,,,,
Burera,Rukungiri,Ngoma,0.0,60,60.0,0.875,,,,,,,,,,,
Kiniogo,Rukungiri,Kacence,0.0,26,5.0,0.1,12.0,,,,,,,,,,
Rwere,Rukungiri,Ngoma,1659.4,29,20.0,0.75,80.0,,,,,,,,,50.0,
Kitebwe,Rukungiri,Kitugunda,0.0,73,30.0,0.4,,,,,,,,,,50.0,50.0
Ndaragi,Rukungiri,Murama,1713.1,56,20.0,0.25,88.0,,,,,,,0.5,,20.0,
Ndaragi,Rukungiri,Murama,1714.1,50,20.0,0.25,,,,,,,,,,25.0,80.0
Nyamirama,Rukungiri,Kitugunda,1341.8,33,30.0,0.5,130.0,,,,80.0,,,,,,
Numba,Rukungiri,Kacence,0.0,33,20.0,0.25,14.0,,,,,,,0.5,,90.0,
Karukonjo,Rukungiri,Kahoko,1803.0,48,60.0,1.25,75.0,,,,,,,,,,
Nyabisoni,Rukungiri,Ngoma,0.0,63,60.0,0.75,,,,,,,,,,50.0,150.0
Nyabubare,Rukungiri,Kahoko,0.0,34,120.0,0.0,,,,,,,,,,,
Rugasha,Rukungiri,Kahoko,0.0,62,30.0,0.5,,,,,,,,,,30.0,
Omukatooma,Rukungiri,Murama,1852.5,54,40.0,0.37,75.0,,,,,,,,,75.0,
Rugoma,Rukungiri,Kacence,1840.7,37,30.0,0.0,130.0,,,,,,,,,,
Kabingo,Rukungiri,Ngoma,1758.2,76,30.0,0.25,121.0,,,,,,,,,,
Rwangeru,Rukungiri,Kacence,0.0,57,40.0,0.3,20.0,,,,,,,,,,
Rwonyo,Rukungiri,Kacence,1695.2,45,30.0,0.25,,,,,,,,,,15.0,
Rutooma,Rukungiri,Kahoko,0.0,36,30.0,0.5,,,,22.0,,,,,,200.0,
Nyarurambi,Rukungiri,Kitugunda,1780.8,39,30.0,1.0,,,,,,,,,,,
Nyarurambi,Rukungiri,Kitugunda,1798.7,70,30.0,0.5,,,,,,,,,,10.0,
Nyarurambi,Rukungiri,Kitugunda,1795.3,52,30.0,0.25,,,,,,,,,,15.0,
Omukatooma,Rukungiri,Murama,1869.2,55,60.0,1.795,270.0,,,,,,,,,,
Ndaragi,Rukungiri,Murama,0.0,40,60.0,0.5,50.0,,,,50.0,,,,,10.0,50.0
Kibeho,Rukungiri,Kahoko,1807.3,93,30.0,0.5,,,,,,,,,,10.0,
Kiniogo,Rukungiri,Kacence,0.0,78,8.0,0.75,,,,,,,,,,90.0,
Rwangeru,Rukungiri,Kacence,0.0,23,30.0,0.13,32.0,,,,,,,,,,
Numba,Rukungiri,Kacence,0.0,67,30.0,2.0,130.0,,,,,,,3.0,,30.0,
Kacence,Rukungiri,Kacence,1787.7,68,30.0,0.25,,,,,,,,,,80.0,
Mugina,Rukungiri,Murama,1704.3,58,30.0,1.75,190.0,,,,,,,,,,
Nyabisoni,Rukungiri,Kahoko,1845.8,39,60.0,0.5,,,,,,,,,,,
Ndaragi,Rukungiri,Murama,0.0,64,120.0,4.0,,,,,,,,,,15.0,
Kacence,Rukungiri,Ngoma,0.0,22,25.0,1.5,,,,,,,,,,6.0,7.0
Nyamirama,Rukungiri,Kitugunda,1789.7,60,10.0,0.25,23.0,,,,,,,,,50.0,0.5
Mugina,Rukungiri,Murama,1704.8,46,30.0,0.25,,,,,,,,,,30.0,
Nyabubare,Rukungiri,Kahoko,1651.4,34,30.0,1.0,,,,,,,,,,,
Rurindo,Rukungiri,Ngoma,0.0,26,60.0,0.0,,,,,,,,,,,
Nyabyogo,Rukungiri,Murama,1615.1,27,60.0,0.26,48.0,,,,,,,,,,
Nyabisoni,Rukungiri,Kahoko,1839.2,28,60.0,0.0,,,,,,,,,,,
Nyarurambi,Rukungiri,Kitugunda,1779.0,36,30.0,0.0,,,,,,,,,,90.0,
Mabindi,Rukungiri,Kacence,2046.7,60,30.0,1.9,100.0,,,,,,,2.0,,,
Nyarurambi,Rukungiri,Kitugunda,1787.2,40,15.0,1.75,,,,,,,,,,30.0,
Rwere,Rukungiri,Ngoma,1659.0,75,60.0,0.0,150.0,,,,125.0,,,,,6.0,
Nyakisoroza,Rukungiri,Kacence,1659.7,27,60.0,0.0,,,,,,,,,,,
Kababagi,Rukungiri,Kacence,0.0,76,30.0,1.5,,,,,,,,,,50.0,50.0
Rwonyo,Rukungiri,Kacence,1429.9,52,18.0,1.75,105.0,,,,,,,,,70.0,
Nyarurambi,Rukungiri,Kitugunda,1743.4,60,40.0,0.5,105.0,,,,,,,,,70.0,
Rwangeru,Rukungiri,Kacence,1912.1,38,30.0,0.25,,,,,,,,,,0.0,
Numba,Rukungiri,Kacence,1783.8,89,30.0,0.25,,,,,,,,,,70.0,
Nyamirama,Rukungiri,Kitugunda,1328.1,34,30.0,1.5,,,,,,,,,,,
Nyamabare,Rukungiri,Murama,1913.4,53,60.0,1.1,,,,,,,,,,0.0,
Kanyabutaye,Rukungiri,Ngoma,1673.7,70,30.0,3.99,,,,,,,,,,,
Kibeho,Rukungiri,Kahoko,1803.3,33,50.0,0.6,,,,,,,,,,55.0,
Ndaragi,Rukungiri,Murama,1725.4,80,10.0,0.75,50.0,,,,,,,,,50.0,50.0
Kigarama,Rukungiri,Ngoma,1694.3,48,90.0,0.99975,128.0,,,,,,,,,,
Rwere,Rukungiri,Ngoma,1616.1,49,60.0,0.25,,,,,,,,,,15.0,
Nangara,Rukungiri,Murama,1875.0,32,60.0,0.25,,,,,,,,,,,
Rwanama,Rukungiri,Kahoko,0.0,38,40.0,0.497,12.0,,,,,,,,,,
Rutooma,Rukungiri,Kahoko,1843.2,35,30.0,0.0,18.0,,,,,,,,,,
Nyabyogo,Rukungiri,Murama,1642.0,75,15.0,1.0,,,,,,,,,,,
Omurutezo,Rukungiri,Murama,1776.1,35,15.0,2.5,,,,,,,,,,,
Kibeho,Rukungiri,Kahoko,1802.6,27,30.0,0.25,120.0,,,,,,,,,10.0,
Kigoyi,Rukungiri,Kitugunda,1573.8,68,60.0,1.0,38.0,,2.0,,,,,2.0,,,
Kababagi,Rukungiri,Kacence,0.0,71,30.0,0.5,,,,,,,,,,300.0,
Mugina,Rukungiri,Murama,1728.6,40,15.0,0.75,,,,,,,,,,120.0,
Kagorogoro,Rukungiri,Murama,0.0,28,5.0,0.08,,,,,,,,,,,
Rugasha,Rukungiri,Kahoko,0.0,49,30.0,0.25,140.0,4.0,,,,,,,,20.0,
Nyabiterekyere,Rukungiri,Kacence,0.0,44,60.0,0.325,78.0,,,60.0,,,,,,40.0,1.5
Nyakisoroza,Rukungiri,Kacence,1842.3,78,20.0,0.0,,,,,,,,,,90.0,
Iterero,Rukungiri,Kacence,1851.3,51,20.0,0.25,70.0,,,,,,,,,60.0,
Buhumuriro,Rukungiri,Kitugunda,0.0,60,2.0,1.3,55.0,,,,30.0,,,,,,
Kiniogo,Rukungiri,Kacence,0.0,43,30.0,0.3,105.0,,,,60.0,,,9.0,,,
Kanyabutaye,Rukungiri,Ngoma,1698.3,65,60.0,1.34,44.0,,,,20.0,,,,,,
Kacence,Rukungiri,Ngoma,0.0,50,25.0,2.825,210.0,,,,,,,,,30.0,
Rurindo,Rukungiri,Ngoma,0.0,27,90.0,0.0,,,,,,,,,,,
Nyakabale,Rukungiri,Kitugunda,1767.9,45,30.0,0.9,,,,,,,,,,60.0,
Nyakabale,Rukungiri,Kitugunda,1771.8,86,45.0,0.9,200.0,,,,,,,11.0,,,
Karukonjo,Rukungiri,Kahoko,1788.9,48,60.0,0.45,,,,,,,,,,70.0,
Omukatooma,Rukungiri,Murama,1799.1,43,60.0,3.98,43.0,,,,,,,,,50.0,100.0
Nyaruhanga,Rukungiri,Kahoko,1849.4,58,30.0,0.75,,,,,,,,2.0,,30.0,80.0
Kigoyi,Rukungiri,Kitugunda,1669.9,48,60.0,1.5,180.0,,,,,,,2.0,,,
Kagyeyo,Rukungiri,Kitugunda,0.0,38,10.0,0.25,85.0,,,,,,,6.0,,,
Nyabubare,Rukungiri,Kahoko,0.0,34,40.0,0.994,42.0,,,,,,,2.0,,,
Nyabisoni,Rukungiri,Kahoko,1815.2,29,30.0,0.05,,,,,,,,,,50.0,
Nyakisoroza,Rukungiri,Kacence,1508.4,38,30.0,3.0,110.0,,,,,,,3.0,,,
Rwangeru,Rukungiri,Kacence,1913.5,68,60.0,0.25,,,,,,,,,,10.0,
Rugoma,Rukungiri,Kacence,1862.9,40,20.0,0.1,50.0,,,,,,,,,,
Kabingo,Rukungiri,Ngoma,709.8,56,120.0,1.0,75.0,,,,,,,2.0,,60.0,150.0
Rwonyo,Rukungiri,Kacence,1674.9,51,30.0,0.75,,,,,,,,,,20.0,
Kigoyi,Rukungiri,Kitugunda,1670.0,24,20.0,0.5,60.0,,,,,,,,,,
Kiniogo,Rukungiri,Kacence,0.0,50,4.0,0.75,140.0,,,,,,,,,,
Kigarama,Rukungiri,Ngoma,1505.4,35,30.0,1.75,,,,,,,,,,100.0,40.0
Nyabyogo,Rukungiri,Murama,1665.9,85,1.0,3.5,,,,,,,,,,100.0,
Nyabisoni,Rukungiri,Ngoma,1812.5,29,30.0,0.0,140.0,,,,30.0,,,1.0,,,
Kinisya,Rukungiri,Kacence,1724.9,36,3.0,0.25,,,,,,,,,,45.0,
Rutooma,Rukungiri,Kahoko,1843.6,99,30.0,1.0,,,,,,,,,,60.0,1.0
Kababagi,Rukungiri,Kacence,1779.3,45,20.0,0.25,170.0,,,,,,,,,40.0,
Omukatooma,Rukungiri,Murama,1835.1,44,10.0,0.0,280.0,,,,,,,,,,
Kababagi,Rukungiri,Kacence,1706.9,29,20.0,0.0,106.0,,,,,,,,,0.0,
Ruhita,Rukungiri,Ngoma,1633.5,30,60.0,0.9,55.0,,,,,,,,,50.0,
Nyakisoroza,Rukungiri,Kacence,1866.0,58,20.0,0.25,128.0,,,,,,,,,30.0,
Numba,Rukungiri,Kacence,0.0,90,60.0,0.5,110.0,,,,,,,,,0.0,
Rugoma,Rukungiri,Kacence,1875.0,25,30.0,0.0,21.0,,,,,,,,,,
Nyakabale,Rukungiri,Kitugunda,1787.0,38,30.0,0.0,,,,,,,,,,150.0,30.0
Kagorogoro,Rukungiri,Murama,0.0,45,20.0,3.25,,,,,,,,,,55.0,
Nyamirama,Rukungiri,Kitugunda,1749.4,40,10.0,0.25,,,,,,,,,,,
Kahama,Rukungiri,Murama,1905.7,40,12.0,2.75,140.0,,,,,,,,,90.0,
Nyakabale,Rukungiri,Kitugunda,1768.8,37,10.0,0.9,,,,,,,,,,24.0,
Rwonyo,Rukungiri,Kacence,1682.6,43,10.0,1.75,,,,,,,,,,60.0,
Iterero,Rukungiri,Kacence,1881.9,84,20.0,0.25,,,,,,,,,130.0,20.0,
Kahama,Rukungiri,Murama,1897.5,45,20.0,1.75,116.0,,,,,,,,,55.0,
Kacence,Rukungiri,Kacence,1574.7,30,30.0,0.75,35.0,,,,,,,,,40.0,
Kabaranga,Rukungiri,Murama,0.0,45,12.0,0.075,47.0,,,,,,,2.5,,80.0,100.0
Nyamabare,Rukungiri,Murama,1846.8,38,60.0,0.0,,,,,,,,,,,
Kabingo,Rukungiri,Ngoma,1710.2,47,30.0,0.75,55.0,,,,,,,,,50.0,
Mabindi,Rukungiri,Kacence,1949.7,46,30.0,0.26,75.0,,,,,,,,,,
Rwanama,Rukungiri,Kahoko,0.0,36,40.0,0.498,22.0,,,,,,,,,100.0,40.0
Nyarubare,Rukungiri,Murama,0.0,35,30.0,0.325,75.0,,,,,,,,,80.0,15.0
Mabindi,Rukungiri,Kacence,1975.3,70,30.0,0.99,37.0,,,,,,,,,,
Omukatooma,Rukungiri,Murama,1689.0,45,40.0,1.94,120.0,,,170.0,,,,,,20.0,100.0
Kagorogoro,Rukungiri,Murama,0.0,35,70.0,0.5,,,,,,,,,,29.0,20.0
Omukatooma,Rukungiri,Murama,0.0,27,5.0,0.25,350.0,,,,,,,,,,
Runyinya,Rukungiri,Kitugunda,1478.0,49,30.0,1.5,150.0,,,,125.0,,,,,6.0,
